Titulo;Ano;Sigla;ResumoPT
Expansao protetica das cavidades anoftalmicas adquiridas e parcialmente atresiadas;1972;ODC;"""Expansao protetica das cavidades anoftalmicas adquiridas e parcialmente atresiadas"""
Contribuicao para o estudo da efetividade das expansoes de presa e semi-higroscopica dos revestimentos odontologicos;1972;ODD;"""Contribuicao para o estudo da efetividade das expansoes de presa e semi-higroscopica dos revestimentos odontologicos"""
Modificacoes telerradiograficas diferenciais durante o periodo de contencao ortodontica, entre casos tratados com e sem mecanica de classe ii;1972;ODO;"""Modificacoes telerradiograficas diferenciais durante o periodo de contencao ortodontica, entre casos tratados com e sem mecanica de classe ii"""
Contribuicao para o estudo da curva de spee;1972;ODD;"""Contribuicao para o estudo da curva de spee"""
Estudo comparativo da prevalencia de carie dentaria e da perda precoce dos molares deciduos, em escolares da cidade de sao paulo - exame clinico e radiografico, levando em consideracao o sexo, a idade, o arco e o lado;1972;ODE;"""Estudo comparativo da prevalencia de carie dentaria e da perda precoce dos molares deciduos, em escolares da cidade de sao paulo - exame clinico e radiografico, levando em consideracao o sexo, a idade, o arco e o lado"""
Deslocamento apical de retalho de espessura parcial e retenção de periosteo com fenestracao periostica linear;1972;ODE;"""Deslocamento apical de retalho de espessura parcial e retenção de periosteo com fenestracao periostica linear"""
Alguns aspectos morfológicos das influências das radiações (raios x) no adenomero da glândula submandibular do rato (rattus norvegicus albinus, rodentia, mammalia), machos, adultos;1972;ODE;"""Alguns aspectos morfológicos das influências das radiações (raios x) no adenomero da glândula submandibular do rato (rattus norvegicus albinus, rodentia, mammalia), machos, adultos"""
Contribuicao para o estudo da resistencia aos esforcos de cisalhamento de alguns materiais empregados como base de protecao do complexo dentina-polpa;1972;ODD;"""Contribuicao para o estudo da resistencia aos esforcos de cisalhamento de alguns materiais empregados como base de protecao do complexo dentina-polpa"""
Angulo da trajetória antero-posterior do condilo;1972;ODP;"""Angulo da trajetória antero-posterior do condilo"""
Contribuicao ao estudo do processo reparador do tecido conjuntivo de ratos, quando da introducao de tubos de polietileno contendo dois materiais empregados na obturacao de condutos radiculares, nas suas formulas originais e acrescidas de delta-hidrocortisona;1972;ODD;"""Contribuicao ao estudo do processo reparador do tecido conjuntivo de ratos, quando da introducao de tubos de polietileno contendo dois materiais empregados na obturacao de condutos radiculares, nas suas formulas originais e acrescidas de delta-hidrocortisona"""
Contribuicao ao estudo das modificacoes no padrao esqueletal da face, distanciadas do ponto de aplicacao da forca extrabucal em ortodontia;1972;ODO;"""Contribuicao ao estudo das modificacoes no padrao esqueletal da face, distanciadas do ponto de aplicacao da forca extrabucal em ortodontia"""
Alterações de cor e dimensão linear, em copolimero de cloreto e acetato polivinilicos, de uso em prótese buco-maxilo-facial;1972;ODC;"""Alterações de cor e dimensão linear, em copolimero de cloreto e acetato polivinilicos, de uso em prótese buco-maxilo-facial"""
Contribuicao de proteses fixas em funcao de alteracoes dimensionais e morfologicas, nas posicoes dos elementos de suporte e retentores;1972;ODP;"""Contribuicao de proteses fixas em funcao de alteracoes dimensionais e morfologicas, nas posicoes dos elementos de suporte e retentores"""
Contribuicao para o estudo da fixacao de facetas de porcelana de estoque, em arcabouco metalico, utilizando-se;1972;ODD;"""Contribuicao para o estudo da fixacao de facetas de porcelana de estoque, em arcabouco metalico, utilizando-se"""
Trajetoria sagital da cabeca da mandibula;1972;ODE;"""Trajetoria sagital da cabeca da mandibula"""
Contribuicao para o estudo da distancia vertical de oclusao- comparacao entre o metodo de degluticao e cefalometrico;1972;ODC;"""Contribuicao para o estudo da distancia vertical de oclusao- comparacao entre o metodo de degluticao e cefalometrico"""
Influencia da escovacao na reducao dos efeitos da saliva artificial e do sulfeto de amonia (manchas e corrosao) sobre ligas metalicas de uso odontologico;1972;ODM;"""Influencia da escovacao na reducao dos efeitos da saliva artificial e do sulfeto de amonia (manchas e corrosao) sobre ligas metalicas de uso odontologico"""
Influencia de bases de cimento de fosfato de zinco, na cor dos cimentos de silicato, em funcao de suas espessuras, cores e marcas;1968;ODM;"""Influencia de bases de cimento de fosfato de zinco, na cor dos cimentos de silicato, em funcao de suas espessuras, cores e marcas"""
Contribuicao para o estudo morfologico e histoquimico das estruturas nao mineralizadas que intervem na erupcao do primeiro molar inferior do rato albino;1970;ODO;"""Contribuicao para o estudo morfologico e histoquimico das estruturas nao mineralizadas que intervem na erupcao do primeiro molar inferior do rato albino"""
"Contribuicao para o estudo da modificacao da cor da resina acrilica ""pyroplast"", sob influencia da espessura do material e da cor de seu substrato";1972;ODM;"""Contribuicao para o estudo da modificacao da cor da resina acrilica ""pyroplast"", sob influencia da espessura do material e da cor de seu substrato"""
Ajuste e alteração dimensional em fundições em função de;1972;ODM;"""Ajuste e alteração dimensional em fundições em função de"""
"Influencia da soldagem a macarico ou em forno nas alteracoes dimensionais, resistencias ao dobramento e a tracao de proteses ""fixas"" de ligas de ouro";1972;ODP;"""Influencia da soldagem a macarico ou em forno nas alteracoes dimensionais, resistencias ao dobramento e a tracao de proteses ""fixas"" de ligas de ouro"""
Contribuicao para o estudo das soldas e unioes soldadas de ligas de ouro;1972;ODP;"""Contribuicao para o estudo das soldas e unioes soldadas de ligas de ouro"""
Contribuicao para o estudo do conteudo de mercurio do terco superior de corpos de prova de amalgama construidos sempre com excesso de material durante a condensacao com duas forcas diferentes e com dois tipos de condensadores;1972;ODD;"""Contribuicao para o estudo do conteudo de mercurio do terco superior de corpos de prova de amalgama construidos sempre com excesso de material durante a condensacao com duas forcas diferentes e com dois tipos de condensadores"""
"Contribuicao para o estudo da infiltracao de corante na interface resina acrilica-liga de ouro, em coroas metaloplasticas (influencia da retentividade da caixa vestibular; do tempo de armazenagem e de variacoes termicas na solucao corante de imersao)";1972;ODP;"""Contribuicao para o estudo da infiltracao de corante na interface resina acrilica-liga de ouro, em coroas metaloplasticas (influencia da retentividade da caixa vestibular; do tempo de armazenagem e de variacoes termicas na solucao corante de imersao)"""
"Expansao e distorcao durante a soldagem de ""protese fixas"" em funcao de materiais para modelo de soldagem do espaco entre as partes a soldar e das fases em que se realizam as medidas";1972;ODP;"""Expansao e distorcao durante a soldagem de ""protese fixas"" em funcao de materiais para modelo de soldagem do espaco entre as partes a soldar e das fases em que se realizam as medidas"""
Verificacao da fidelidade de reproducao dimensional dos materiais usados na construcao dos modelos de gesso e na sua reproducao em revestimentos para protese parcial removivel, em funcao dos materiais de moldagem;1972;ODP;"""Verificacao da fidelidade de reproducao dimensional dos materiais usados na construcao dos modelos de gesso e na sua reproducao em revestimentos para protese parcial removivel, em funcao dos materiais de moldagem"""
Contribuicao para o estudo da resistencia ao arrancamento dos corpos de prova de ligas auricas e de ligas do sistema prata-estanho submetidos ou nao a tratamento quimico de suas faces internas e fixados em dentes humanos com diversos cimentos;1972;ODD;"""Contribuicao para o estudo da resistencia ao arrancamento dos corpos de prova de ligas auricas e de ligas do sistema prata-estanho submetidos ou nao a tratamento quimico de suas faces internas e fixados em dentes humanos com diversos cimentos"""
Influencia do tamanho das particulas do po na solubilidade e desintegracao dos cimentos de silicato;1968;ODD;"""Influencia do tamanho das particulas do po na solubilidade e desintegracao dos cimentos de silicato"""
Estudo radiografico do dimorfismo sexual, por meio de grandezas lineares maxilo-mandibulares em individuos leucodermas e descendentes de japoneses nas telerradiografias frontais;1995;ODE;"""O proposito deste trabalho foi estudar o dimorfismo sexual em determinadas grandezas lineares maxilo-mandibulares em imagens radiograficas referentes as telerradiografias frontais, nos leucodermas e descendentes de japoneses. As mensuracoes lineares foram aferidas, apos o desenho dos acidentes anatomicos relacionados a pesquisa, demarcacao dos pontos, tracado de linhas e planos. Os resultados permitiram demonstrar, que houve diferenca estatisticamente significante entre os dois sexos nos grupos etnicos estudados"""
Utilizacao da tecnica do 'AG'nor em patologia ossea;1994;ODE;"""A tecnica da prata coloidal para a identificacao das regioes organizadoras nucleolares ('AG'nor) foi aplicada em 20 especimes parafinizados de lesoes osseas dos maxilares, sendo 5 osteossarcomas, 5 osteoblastomas, 5 osteomas e 5 fibromas ossificantes centrais. Foram realizadas analises quantitativas, atraves do metodo visual e computadorizado das regioes organizadoras nucleolares (nors). Os valores obtidos para a contagem do numero de nors por nucleo, atraves desses metodos foram os seguintes respectivamente: osteossarcoma- 3,11 e 3,25; osteoblastoma- 1,64 e 1,79; osteoma- 1,33 e 1,58 e fibroma ossificante central- 2,18 e 2,11. Para esses resultados, a analise estatistica revelou significancia na diferenca entre o numero medio de nors por nucleo dos osteossarcomas em relacao as demais entidades estudadas. A analise dos valores obtidos para area, perimetro e forma das nors, atraves do metodo computadorizado, demonstrou os seguintes valores medios respectivamente: osteossarcoma- 2,37'MI''M POT.2', 6,02'MI'm e 0,70; osteoblastoma- 1,39'MI''M POT.2', 4,60'MI'm e 0,71; osteoma- 0,56'MI''M POT.2', 2,78'MI'm e o,74 e fibroma ossificante central- 1,76'MI''M POT.2', 5,69'MI'm e 0,79. Nossos resultados mostraram a eficiencia da tecnica do 'AG'nor em patologia ossea, salientando as vantagens do metodo computadorizado"""
Estudo clinico da influencia dos evidenciadores de placa bacteriana na motivacao de pacientes a higiene bucal sob supervisao e orientacao direta;1987;ODE;"""Estudo clinico da influencia dos evidenciadores de placa bacteriana na motivacao de pacientes a higiene bucal sob supervisao e orientacao direta"""
Comportamento biologico da dentina cariada humana apos o capeamento pulpar indireto. Estudo morfologico pela microscopia de luz e eletronica;1988;ODE;"""Comportamento biologico da dentina cariada humana apos o capeamento pulpar indireto. Estudo morfologico pela microscopia de luz e eletronica"""
Estudo da distribuicao das tensoes internas, em um dente natural e em dente restaurado com coroa metalo-ceramica e retentor intra-radicular fundido, sob carga axial - metodo do elemento finito;1994;ODP;"""Estudo comparativo da distribuicao das tensoes internas em um dente natural e em dente endodonticamente tratado, pelo metodo do elemento finito em modelo bidimensional de segundo pre-molar inferior, sob carga axial de 30 kgf em tres pontos (contato primario e estabilizante) e, processados pelo programa sap90. Os resultados indicaram maior acumulo de tensoes, na metade vestibular, no dente natural e no dente restaurado. As tensoes foram mais intensas sob o ponto de aplicacao de cargas, nos dois modelos. As tensoes foram maiores no dente restaurado, por causa do maior modulo de elasticidade dos materiais restauradores, demonstrando que existem diferencas na distribuicao das tensoes no dente e na base ossea nos dois modelos"""
